"state","gun_type","notes","n_killed","n_injured"
"Maryland","Unknown","shot while inside vehicle",1,2
"Texas","Unknown","Harris Co, self inflict gunshot",1,0
"Virginia","Unknown","escalated verbal altercation, suspect turn self in",0,1
"Maryland","Unknown","graze wounds, crash car on Furley",0,1
"Illinois","Unknown","Attempted home invader fatally shoots accomplice in struggle w/ residents;",1,0
"Texas","Unknown","Valero parking lot, targeted, 1 vic with graze wound",1,2
"Idaho","Unknown","Lincoln Co, shots exchange with officer",0,1
"Alabama","Handgun","shot/killed by mother during domestic disturbance, alleged SD",1,0
"Maryland","Unknown","male victim shot in head, suspect shot in chest (possibly self-inflicted)",1,1
"Iowa","22 LR","AD shot self in leg while cleaning AR style 22 cal rifle, seized gun, 20ga shotgun, BB gun for safekeeping",0,1
"Georgia","Unknown","AR;
34.279812, -83.820321 ;",0,0
"Pennsylvania","Unknown","found on lawn of former Dominican Retreat House property",1,0
"North Carolina","Unknown","Chatham Co",0,1
"Ohio","Unknown","shot in leg during argument",0,1
"Ohio","Unknown",NA,1,0
"South Carolina","Unknown",NA,0,0
"West Virginia","Unknown","shots fired hit occupied home",0,0
"Maryland","Unknown","shot in leg during ar",0,1
"Oklahoma","Unknown","Suspect killed in confrontation with U.S. Marshals.",1,0
"Texas","Unknown",NA,1,0
"Washington","Unknown","shot man with razor blade",0,1
"Louisiana","Unknown",NA,0,2
"Maryland","Auto","disgruntled ex-employee",0,0
"New Jersey","Handgun","drugs and guns found during raid",0,0
"Indiana","Unknown","Man brandishes gun at police during domestic incident, refuses to disarm; shot, leg, by officer; stable;",0,1
"Virginia","Unknown","rob at gunpoint in home",0,0
"South Carolina","Handgun",NA,0,1
"North Carolina","Unknown","parking lot",1,0
"Missouri","Unknown","38.692769, -90.245152 ;",1,1
"Illinois","Unknown","poss fired shots in bathroom at school",0,0
"Missouri","Unknown","Victim lured to rural area; car-jacked.",0,0
"Nevada","Unknown","41.973403, -117.715018 ;",2,0
"Ohio","Handgun","off-duty security officer had loaded handgun in carry on luggage",0,0
"South Carolina","Unknown","date reported",0,1
"Louisiana","Unknown",NA,1,1
"Wisconsin","Unknown",NA,0,1
"Texas","Unknown",NA,1,1
"Wisconsin","Unknown","42.803958, -87.795911 ;",0,0
"Illinois","Unknown","Teen shot multiple times, torso; critical; older man twice, each leg; 19 y/o rt calf; both good;",0,3
"Wisconsin","Unknown","husband shot wife then self, husband found in car in Cold Spring",2,0
"Tennessee","Unknown","two brothers shot man behind apartments",0,1
"Colorado","Unknown","Suspect arrested on listed date.;
39.334514, -108.215413 ;",0,0
"South Carolina","Unknown",NA,0,0
"Maine","22 LR","Ruger .22",0,0
"Colorado","Handgun",NA,0,0
"Louisiana","Unknown",NA,0,1
"Missouri","Unknown","38.671977, -90.320672 ;",1,1
"Missouri","Unknown","38.672064, -90.279378 ;",0,4
"Missouri","Unknown","38.550959, -90.268553 ;",0,1
"Illinois","Unknown","1 killed, 1 wounded, leg, critical;",1,1
"Wisconsin","Unknown","17 guns stolen in breakin",0,0
"Pennsylvania","Unknown","found at hosp, shot in chest",0,1
"Illinois","Unknown","Woman in bedroom heard gunfire, shot, back; good;",0,1
"Florida","Unknown","26.593659, -80.066666 ;",0,0
"Indiana","Unknown","Shots fired between cars end in damage to 2 homes, probable bullet holes in car found at 54000 Mayflower; shell casings recovered;
41.693834, -86.280136 ;",0,0
"Illinois","Auto","Gun w/ extended mag, lg quan. crack cocaine, cash found in response to domestic call;",0,0
"South Carolina","Unknown","Lexington Co, shot in head;
33.797038, -81.133167 ;",1,0
"Georgia","Unknown","Non-student brought gun to school and arrested, along with a student.
First source reports 4 other arrests at the school; unrelated.",0,0
"Georgia","Unknown","Suspect fired at officer during traffic stop and escaped.",0,0
"South Carolina","Unknown","34.674658, -79.556458 ;",0,1
"Colorado","Unknown","Guns recovered during drug busts at listed address and Vorenberg Rd.",0,0
"Missouri","Unknown","38.556598, -90.259236 ;",0,3
"Missouri","Unknown","38.670065, -90.240410 ;",1,1
"Maryland","Unknown","shooting lead to car chase and crash;
38.923128, -76.875339 ;",0,0
"Colorado","Handgun",NA,0,0
"Nevada","Unknown","drug deal gone wrong",1,0
"Ohio","Handgun","Stolen gun(s) and drugs recovered upon arrest.",0,0
"Minnesota","Unknown","Suspect knocked on victim's apartment door and then fired a bullet through it.",0,0
"Kentucky","Unknown","McCreary Co",0,1
"Pennsylvania","Unknown","Deceased had not been seen for about a week prior to police discovery on above date; 20 yo male, middle-aged female deceased",2,0
"Illinois","Handgun","8 shell casings recovered; no victims, damage;",0,0
"Kentucky","Handgun","near Dollar General, child in vehicle uninj",0,1
"Missouri","Unknown","shot multiple times by off duty officer after escalated physical altercation",0,1
"Maryland","Auto","loaded .45 cal, firearm magazines and parts, and more than 9,000 rounds of ammo",0,0
"Massachusetts","Unknown",NA,1,0
"California","Unknown","warrant arrest for felon in possession of firearm",0,0
"Ohio","Unknown","Suspect charged with possession in January 2018; arrest date unspecified.",0,0
"California","Handgun",NA,0,1
"Kentucky","Unknown",NA,0,1
"Connecticut","Rifle","Arrested 01/31 for DV; during arrest LE observed guns, bomb materials,etc. in plain view. Initiated follow-up, re-arrested 03/01;
41.617920, -72.025087 ;",0,0
"Indiana","Unknown","2 suspects in mass flakka overdose at Wheeler Mission arrested; 2 firearms recovered;",0,0
"South Dakota","Unknown","hi, pw 1 vic, shots fired, no inj from bullets",0,1
"California","Unknown",NA,1,0
"Pennsylvania","Unknown","shot multiple times in alley",1,0
"South Carolina","Unknown",NA,1,0
"Connecticut","Unknown","died at hosp. 2 teens at house incl. vic, unknown who fired shot",1,0
"New York","Unknown","Shot in leg on 13th fl",0,1
"Maryland","Unknown","intruder shot twice, found in the 3800 block of Clairton Dr",0,1
"Texas","Unknown",NA,0,2
"Texas","Unknown","Suspect shot Dep in arm, bystander shot, inj by deputy, suspect suicide",1,2
"Delaware","Unknown",NA,0,0
"Indiana","Handgun","AD shot with 9mm",0,1
"Tennessee","AR-15","between Jan 24 and Jan 31, at least 8 handguns and long guns stolen when broken house into, including 2 AR-15 semi-automatic rifles and AK-47 assault rifle",0,0
"Kansas","Unknown","Shots fired at home.",0,0
"Washington","Unknown",NA,0,2
"Kansas","Unknown","near school, drugs, guns found",0,0
"Illinois","Unknown","Shot, head, killed, sitting in car;",2,0
"Delaware","Unknown","shot in leg",0,1
"Virginia","Unknown","Loudon Co, mother and son shot",2,0
"Ohio","Shotgun","Guns recovered from listed address; stolen shortly prior from truck on S Pennsylvania Ave.",0,0
"Illinois","Unknown","11 y/o boy shot, left arm, chest, serious, standing inside house; not intended target;",0,1
"Florida","Unknown",NA,0,1
"California","Unknown",NA,0,0
"Minnesota","Unknown",NA,1,0
"Washington","Handgun","Weapons seized during a meth arrest",0,0
"Oregon","Unknown","died at hosp",1,0
"Ohio","Unknown",NA,0,1
"New Mexico","Unknown",NA,0,1
"Mississippi","Unknown",NA,1,0
"Arkansas","Unknown","Long gun used by 17 year old boy.",0,1
"Oregon","Unknown",NA,0,0
"Kansas","Unknown",NA,0,1
"Oregon","Unknown","Clatsop Co, soldier AD shot in housing area",1,0
"Illinois","Unknown","2 charged w/ firing shots at unmarked police car;",0,0
"Ohio","Unknown",NA,0,1
"Georgia","Unknown","Homeowner shot real estate photographer thinking he was an intruder",0,1
"Tennessee","Unknown","East Nashville, carjacking",0,0
"Vermont","Handgun",NA,0,0
"Illinois","Unknown","Suspect stole squad car, tried to run over officer; shot by them; stable;",0,1
"Florida","Unknown","AR",0,0
"Louisiana","Unknown",NA,0,1
"Washington","Unknown","3rd vic hit by car",1,1
"Connecticut","Unknown","near Keney Park Pond House, shot in car. 2 different types of bullets found",0,1
"Maryland","Handgun",NA,0,0
"Massachusetts","Unknown",NA,0,1
"Maryland","Auto",NA,0,0
"Maryland","22 LR",NA,0,0
"Maryland","Auto",NA,0,0
"Missouri","Handgun",NA,0,0
"Delaware","Unknown","11 people arrested, drug bust, handgun found",0,0
"North Carolina","Unknown","unspec open warrants on vic;
35.480169, -82.544230 ;",0,1
"Florida","Unknown",NA,0,0
"Minnesota","Unknown","AR",0,0
"Wisconsin","Unknown","Suspect threated victim with a gun, which later turned out to be a BB gun.",0,0
"Florida","Unknown",NA,0,1
"Minnesota","Unknown",NA,0,0
"Kentucky","Handgun","traffic stop, drugs, loaded handgun",0,0
"Illinois","Unknown","Neck, grazed head; serious;",0,1
"Florida","Unknown","Bank robbery, suspect implied that he had a gun.",0,0
"Ohio","Unknown","vic in 60s shot in leg and hand during armed robbery, fought suspect before being shot",0,1
"Ohio","Handgun","loaded handgun found during traffic stop",0,0
"Texas","Unknown","FFA student shot pig at ISD FFA barn, not during school hours",0,0
"Virginia","Handgun","narcotics search warrant at hotel found meth and 9mm handgun",0,0
"Florida","Unknown","Self-transported to hospital",0,1
"Massachusetts","Handgun","Man w/S&W 9mm shot suspects threatening him with stolen Springfield Armory model XD 9mm outside his home; 1 inj. 3 guns recovered",0,1
"Colorado","Unknown",NA,1,0
"Louisiana","Unknown",NA,0,2
"Kentucky","Unknown",NA,0,1
"Texas","Unknown",NA,1,0
"Pennsylvania","Handgun","drugs and pistol stolen from MD found during probation visit",0,0
"Pennsylvania","Handgun","2 handguns - 1 reported stolen - recovered during traffic stop",0,0
"Utah","Unknown","multiple bullet holes, two separate sets of shell casings",0,0
"District of Columbia","Unknown",NA,0,0
"Indiana","Auto","Drug raid on felon finds Glock Model 21, Charter Arms, guns, drugs, cash; 2 women arrested, drug chgs.",0,0
"Massachusetts","Unknown",NA,0,0
"Ohio","Handgun","loaded 9 mm found during traffic stop",0,0
"Virginia","Unknown",NA,0,1
"South Carolina","Unknown",NA,0,0
"Kansas","Unknown","poss result of shootout",0,1
"Minnesota","Unknown",NA,0,0
"Wisconsin","Unknown",NA,0,0
"Minnesota","Unknown","Suspect killed after extensive pursuit. officer with unspec inj",1,0
"Oregon","Handgun","respond to shot fired, traffic stop arrest, drugs, at least 1 handgun",0,0
"Tennessee","Unknown","Armed robbery",0,0
"Indiana","Unknown","buttocks, critical;",0,1
"Illinois","Unknown","Torso, arm abdomen, serious;",0,1
"Illinois","Unknown","Shootout between 2 arguing men leads to 1 killed, 1 shot, face, good;",1,1
"Texas","Unknown",NA,1,0
"New Jersey","Unknown",NA,0,0
"Illinois","Unknown","Heard gunfire; man, hip; woman, leg; both stable;",0,2
"South Carolina","22 LR",NA,0,0
"District of Columbia","Unknown","fired shots at vic",0,0
"New York","Handgun","traffic stop, drugs, 2 handguns",0,0
"Missouri","Unknown","parking lot, overnight standoff 1/30-1/31 in car, wanted suicide by cop, peaceful surrender, no shots fired",0,0
"Pennsylvania","Unknown","ADULT shot in leg during large fight outside of HS basketball game in school parking lot.",1,0
"Florida","Unknown",NA,0,0
"Tennessee","Unknown","shots fired in hi",0,1
"Georgia","Unknown",NA,0,0
"South Dakota","Handgun","Suspect fires pistol in their home and bullet travels through the wall of their mobile and into mobile home next door. No injuries.",0,0
"Indiana","Unknown","Man found on porch, shot, head;",1,0
"Georgia","Unknown",NA,1,0
"California","Unknown",NA,1,0
"New York","AR-15","Gun trafficking investigation by ATF & NYPD;4 illegal sales to LEOs on Dec. 13, Dec. 27, Jan. 3, and Jan. 10; Guns trafficked in from FL by bus;",0,0
"New Mexico","Handgun","wanted for open warrant, self inflict gunshot, brief lockdown",0,1
"North Carolina","Unknown","at least 4 suspects, single gunman, shot during ar",0,1
"Virginia","Unknown","man shot",0,1
"Ohio","Unknown","shots fired into vehicle",0,0
"Florida","Unknown","2 guns and drugs recovered after brief chase; 1 gun stolen",0,0
"South Carolina","Unknown",NA,0,0
"Kentucky","Unknown",NA,2,1
"Tennessee","Unknown","fired shots at female vic",0,0
"Indiana","Handgun","Robbery victim pistol-whipped by 1 of 3 attackers;",0,1
"Montana","Unknown",NA,1,0
"California","Unknown","near Ramon's Tacos food truck",2,1
"Michigan","Rifle",NA,0,0
"Arizona","Unknown",NA,1,0
"New Hampshire","Unknown","Physical fight in street followed by gunfire between Wilson and Lincoln, in front of ODA",0,0
"New Mexico","Unknown","shot in head during road rage",0,1
"California","Unknown","transient recently released from jail killed",1,0
"Louisiana","Unknown","shot girlfriend then self",2,0
"Indiana","Unknown","Police, FBI seize 3 guns, heroin, during probation check, suspect in custody;",0,0
"Oklahoma","Unknown","found in parking lot",1,0
"District of Columbia","Unknown","suspect last seen fleeing on foot on Emerson Street NW towards Georgia Avenue NW",0,2
"Nevada","Unknown","employee shot, 2nd employee intervene physically, suspect shot",0,2
"North Carolina","Unknown",NA,1,0
"Delaware","Auto","ran from police with loaded .25",0,0
"Wisconsin","Unknown",NA,0,0
"North Carolina","Unknown",NA,1,0
"Arizona","Unknown",NA,2,0
"Maryland","22 LR",NA,0,0
"Georgia","Unknown","LEO attempted traffic stop on 441-S; suspect fled, brief chase, crashed car at inc. addy; armed with knife; lunged at LEO, who fatally shot subject",1,0
"Pennsylvania","Unknown",NA,0,3
"Maryland","Unknown","standoff with police",0,0
"Maryland","Unknown","assault, no guns brandished during attack, first suspect is juvenile",0,0
"Washington","22 LR",NA,1,0
"California","Unknown","guns recovered from robbery after warrant served at 26000 block of Green Acres Road in Colfax 2/2/18",0,0
"North Carolina","Unknown",NA,0,1
"California","Unknown","self inflict gunshot, found behind school on grounds after school hours, unclear if shot self during or after school hours",1,0
"Georgia","Unknown",NA,1,0
"Missouri","Rifle","Guns stolen in burglary; recovered along with drugs during 2/9 warrant.",0,0
"West Virginia","Unknown","carjacking from store, CAMC Memorial Hospital in Kanawha City on lockdown after suspect fled police traffic stop McDonald's on 3300 block of MacCorkle Ave",0,0
"Illinois","Unknown","chase began at Warren and Lincoln, to Garden and Warren, then exchange shots, suspect die at hosp",1,1
"South Carolina","Unknown",NA,0,0
"Georgia","Unknown","attempted car jacking, shots fired in air, car escaped",0,0
"Louisiana","Unknown",NA,1,0
"South Carolina","Rifle",NA,0,0
"Texas","Unknown","33.424791, -94.120383 ;",0,1
"South Carolina","Unknown",NA,0,1
"Virginia","Unknown","shot by officers",0,1
"Texas","Unknown",NA,1,0
"Ohio","Unknown",NA,0,1
"Massachusetts","Handgun",NA,0,1
"Nevada","Unknown","near Paradise Road and Twain Avenue; group argument",0,1
"Massachusetts","Unknown",NA,0,0
"Massachusetts","Handgun",NA,0,1
"Massachusetts","Handgun",NA,0,0
"California","Unknown","drugs, 14 guns seized, 1 other for drugs only",0,0
"Maryland","Unknown","shot in leg",0,1
"Connecticut","Handgun","Drug op raid at store; 7 total arrested, 1 poss. handgun",0,0
"Ohio","Unknown","Shooting victim located at listed address; shot elsewhere.",0,1
"Oklahoma","Unknown","respond to dv, shot wife and daughter, shots exchange with officer, poss suicide by cop, brother of deceased suspect arrested on murder charge.",2,1
"Pennsylvania","Unknown","Parking lot near Row 34, Hall Manor",1,0
"Nebraska","Unknown","Person fatally shot self inside vehicle when officers approached; deemed non-criminal-related suicide.",1,0
"Louisiana","Unknown",NA,0,0
"New York","Handgun","Drug investigation recovered 4 guns in home, 3 stolen.",0,0
"Indiana","Unknown","4 guns missing from gun safe, in burglary;",0,0
"California","Unknown","backyard BBQ",1,0
"North Carolina","Unknown","shot in ankle from outside room, poss from vehicle",0,1
"Maryland","22 LR",NA,0,0
"North Carolina","Unknown","Buncombe Co, suspect shot when respond to dv",0,1
"Iowa","Unknown","Suspect resisting arrest wounded by officer; suspect fled in car, then on foot; in custody;",0,1
"North Carolina","Unknown",NA,0,0
"Massachusetts","Auto","Glock 30 .45 caliber semi-auto",0,0
"Mississippi","Unknown",NA,1,0
"Pennsylvania","Unknown","bystander killed in crossfire",1,0
